Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
BLOCK 1101,12/20/2020,12:00:00,23.78,24.5,23.11,28.18,0,496.58,9.66,289.63,1012.32,0.52
BLOCK 1101,12/20/2020,13:00:00,24.34,25.01,23.81,26.23,0,391.4,12.82,283.99,1010.88,0.54
BLOCK 1101,12/20/2020,14:00:00,23.85,25.01,22.97,31.59,0,273.03,14.93,296.94,1009.75,0.49
BLOCK 1101,12/20/2020,15:00:00,22.74,23.47,21.96,38.54,0,180.6,16.73,285.23,1009.08,0.41
BLOCK 1101,12/20/2020,16:00:00,21.29,22.24,20.07,41.76,0,103.91,16,286.63,1008.84,0.34
BLOCK 1101,12/20/2020,17:00:00,18.73,20.08,17.29,53.68,0,18.7,12.67,270.51,1009.11,0.2
BLOCK 1101,12/20/2020,18:00:00,16.08,17.3,15.15,64.15,0,0.05,9.43,272.25,1009.42,0.11
BLOCK 1101,12/20/2020,19:00:00,14.02,15.16,13.23,73.22,0,0.03,6.42,283.69,1009.66,0.05
BLOCK 1101,12/20/2020,20:00:00,12.91,13.37,12.46,77.96,0,0.08,3.69,312.56,1009.79,0.06
BLOCK 1101,12/20/2020,21:00:00,12.68,13.2,12.12,80.54,0,0.06,4.55,34.7,1009.82,0.05
BLOCK 1101,12/20/2020,22:00:00,11.69,12.8,10.66,82.18,0,0.05,0.32,119.98,1009.86,0.02
BLOCK 1101,12/20/2020,23:00:00,10.8,11.53,10.18,85.77,0,0.04,4.67,145.21,1010.02,0.04
BLOCK 1101,12/21/2020,0:00:00,9.62,10.24,9.05,86.03,0,0.07,2.45,134.26,1010,0
BLOCK 1101,12/21/2020,1:00:00,9.83,10.26,9.39,88.02,0,0.11,3.64,115.63,1009.85,0
BLOCK 1101,12/21/2020,2:00:00,9.31,9.53,8.89,87.7,0,0.12,3.87,96.04,1009.82,0
BLOCK 1101,12/21/2020,3:00:00,9.67,9.9,9.4,86.33,0,0.1,4.31,106.83,1009.87,0
BLOCK 1101,12/21/2020,4:00:00,9.3,9.8,8.77,86.92,0,0.09,3.19,122.57,1009.82,0
BLOCK 1101,12/21/2020,5:00:00,8.4,8.89,7.97,87.72,0,0.06,1.69,59.17,1009.84,0
BLOCK 1101,12/21/2020,6:00:00,8.39,9.36,7.68,88.03,0,0.09,2.26,82.95,1010.4,0
BLOCK 1101,12/21/2020,7:00:00,7.59,8.28,6.91,86.85,0,12.76,1.98,116.47,1011.3,0
BLOCK 1101,12/21/2020,8:00:00,12.08,17.08,8.3,73.04,0,189.97,2.28,106.13,1011.83,0.09
BLOCK 1101,12/21/2020,9:00:00,17.7,19.05,16.75,61.85,0,361.5,3.69,90.68,1012.18,0.22
BLOCK 1101,12/21/2020,10:00:00,20.2,21.34,18.93,52.37,0,490.03,5.04,125.9,1012.27,0.33
BLOCK 1101,12/21/2020,11:00:00,22.3,23.41,21.09,46.59,0,568.1,6.65,143.58,1011.93,0.42
BLOCK 1101,12/21/2020,12:00:00,23.89,25.04,22.85,47.02,0,584.78,7.7,156.44,1011.15,0.46
BLOCK 1101,12/21/2020,13:00:00,25.47,27.54,24.47,43.55,0,541.1,6.35,194.38,1010.36,0.46
BLOCK 1101,12/21/2020,14:00:00,25.96,26.6,25.2,40.06,0,432.97,7.83,194.14,1010.09,0.45
BLOCK 1101,12/21/2020,15:00:00,25,26.62,24.03,43.51,0,279.6,11.66,200.34,1010.26,0.41
BLOCK 1101,12/21/2020,16:00:00,23.61,24.22,22.52,48.75,0,127.41,10.26,220.34,1010.55,0.29
BLOCK 1101,12/21/2020,17:00:00,19.9,22.52,18.22,59.29,0,12.4,4.04,199.64,1011.24,0.08
BLOCK 1101,12/21/2020,18:00:00,16.81,18.22,16.14,67.01,0,0.05,1.62,247.28,1011.83,0
BLOCK 1101,12/21/2020,19:00:00,15.42,16.25,14.48,66.76,0,0.03,0.86,102,1012.36,0
BLOCK 1101,12/21/2020,20:00:00,13.52,14.51,12.52,78.42,0,0.05,5.27,106.68,1012.79,0.06
BLOCK 1101,12/21/2020,21:00:00,12.15,12.67,11.42,86.38,0,0.08,3.15,92.5,1013.21,0.04
BLOCK 1101,12/21/2020,22:00:00,11.36,12.03,10.86,90,0,0.04,1.91,110.08,1013.53,0.03
BLOCK 1101,12/21/2020,23:00:00,11.56,11.91,11.09,92.07,0,0.04,2.99,110.27,1013.54,0.03
BLOCK 1101,12/22/2020,0:00:00,11.32,11.69,10.96,93.83,0,0.06,2.5,122.7,1013.61,0
BLOCK 1101,12/22/2020,1:00:00,10.52,11.18,9.67,95.43,0,0.07,1.64,109.88,1013.64,0
BLOCK 1101,12/22/2020,2:00:00,9.35,10.12,8.49,95.35,0,0.11,2.26,66.37,1013.66,0
BLOCK 1101,12/22/2020,3:00:00,9.76,10.38,9.2,94.92,0,0.11,2.85,91.34,1014.22,0
BLOCK 1101,12/22/2020,4:00:00,9.27,9.65,8.77,97.2,0,0.11,4.73,87.61,1014.22,0
BLOCK 1101,12/22/2020,5:00:00,9.08,9.53,8.87,98.02,0,0.09,4.03,73.1,1014.38,0
BLOCK 1101,12/22/2020,6:00:00,9.45,9.84,9.09,98.37,0,0.11,4.3,110.2,1014.78,0
BLOCK 1101,12/22/2020,7:00:00,9.41,9.65,9.26,98.38,0,15.87,2.93,126.98,1015.2,0
BLOCK 1101,12/22/2020,8:00:00,12.4,15.06,9.53,95.6,0,193.83,2.19,120.31,1015.68,0.06
BLOCK 1101,12/22/2020,9:00:00,16.81,18.33,15,71.68,0,364.25,3.86,129.65,1016.18,0.19
BLOCK 1101,12/22/2020,10:00:00,19.71,21.5,18.06,64.5,0,475.15,5.64,152.7,1016.27,0.29
BLOCK 1101,12/22/2020,11:00:00,22.51,24,20.9,52.19,0,564.08,5.41,161.95,1016.01,0.4
BLOCK 1101,12/22/2020,12:00:00,24.26,25.67,23.15,42.04,0,582.97,6.54,178.97,1014.89,0.47
BLOCK 1101,12/22/2020,13:00:00,25.61,26.28,24.66,35.08,0,520.27,8.11,204.99,1014.17,0.51
BLOCK 1101,12/22/2020,14:00:00,25.75,26.29,25.11,37.55,0,433.58,11.13,223.1,1013.49,0.5
BLOCK 1101,12/22/2020,15:00:00,25.9,26.2,25.43,32.73,0,303.15,10.17,229.22,1013.15,0.47
BLOCK 1101,12/22/2020,16:00:00,24.31,25.5,22.81,37.63,0,143.12,10.9,218.86,1012.98,0.37
BLOCK 1101,12/22/2020,17:00:00,20.47,22.81,17.97,54.75,0,28.38,6.43,218.74,1012.72,0.14
BLOCK 1101,12/22/2020,18:00:00,16.41,18,15.42,77.49,0,0.1,4.33,216.17,1012.85,0.02
BLOCK 1101,12/22/2020,19:00:00,14.65,15.76,12.39,84.75,0,0.04,2.52,125.99,1012.85,0
BLOCK 1101,12/22/2020,20:00:00,13.23,13.9,12.4,90.57,0,0.08,1.77,357.67,1013.4,0.03
BLOCK 1101,12/22/2020,21:00:00,12.63,13.72,10.93,94.68,0,0.09,1.76,88.97,1014.13,0.02
BLOCK 1101,12/22/2020,22:00:00,10.44,11.47,9.4,94.35,0,0.06,2.66,116.54,1014.38,0.02
BLOCK 1101,12/22/2020,23:00:00,11.08,11.42,10.51,96.32,0,0.04,1.52,146.11,1014.75,0.02
BLOCK 1101,12/23/2020,0:00:00,10.64,11.09,10.41,97.53,0,0.05,3.22,126.74,1014.65,0
BLOCK 1101,12/23/2020,1:00:00,10.1,10.67,9.6,98.17,0,0.07,1.92,128.57,1014.73,0
BLOCK 1101,12/23/2020,2:00:00,9.01,9.66,8.39,98.6,0,0.09,3.16,79.95,1014.38,0
BLOCK 1101,12/23/2020,3:00:00,8.26,8.69,7.84,98.62,0,0.12,3.96,59.89,1014.11,0
BLOCK 1101,12/23/2020,4:00:00,7.72,8.18,7.08,96.15,0,0.08,3.98,47.95,1013.88,0
BLOCK 1101,12/23/2020,5:00:00,7.56,7.98,7.04,92.1,0,0.04,4.37,45.79,1013.88,0
BLOCK 1101,12/23/2020,6:00:00,7.7,8.24,7.04,90.22,0,0.12,6.44,45.27,1014.19,0
BLOCK 1101,12/23/2020,7:00:00,8.27,9.29,7.8,86.43,0,12.12,6.19,40.7,1014.67,0.01
BLOCK 1101,12/23/2020,8:00:00,11.93,14.88,9.17,77.6,0,193.89,8.09,42.24,1014.63,0.1
BLOCK 1101,12/23/2020,9:00:00,17.53,19.54,14.86,61.31,0,354.92,9.27,16.49,1015.25,0.24
BLOCK 1101,12/23/2020,10:00:00,20.87,23.35,19.52,49.31,0,485.15,6.92,2.29,1015.6,0.36
BLOCK 1101,12/23/2020,11:00:00,24.39,25.29,23.42,35.6,0,559.08,3.57,221.14,1015.21,0.44
BLOCK 1101,12/23/2020,12:00:00,25.42,26.14,24.68,31.19,0,561.53,5.61,226.45,1014.4,0.51
BLOCK 1101,12/23/2020,13:00:00,25.91,26.63,25.38,28.36,0,528.78,8.69,277.86,1013.64,0.56
BLOCK 1101,12/23/2020,14:00:00,26.46,27.08,26,26.54,0,396.58,11.73,304.7,1013.35,0.57
BLOCK 1101,12/23/2020,15:00:00,26.99,27.34,26.61,27.19,0,251.52,15.42,296.35,1013.21,0.58
BLOCK 1101,12/23/2020,16:00:00,25.07,27.08,23.72,32.62,0,120.08,17.81,291.68,1013.35,0.49
BLOCK 1101,12/23/2020,17:00:00,21.6,23.73,18.96,37.52,0,24.83,9.45,288.11,1013.56,0.27
BLOCK 1101,12/23/2020,18:00:00,17.18,18.94,16.26,49.12,0,0.07,6.91,301.86,1013.99,0.14
BLOCK 1101,12/23/2020,19:00:00,15.87,16.53,15.48,62.58,0,0.03,12.14,301.99,1014.42,0.13
BLOCK 1101,12/23/2020,20:00:00,14.59,15.55,13.8,70.67,0,0.04,8.34,313.46,1014.8,0.11
BLOCK 1101,12/23/2020,21:00:00,13.38,13.87,12.44,77.2,0,0.07,0.65,166.83,1015.16,0.03
BLOCK 1101,12/23/2020,22:00:00,11.53,12.43,10.06,83.47,0,0.07,1.92,247.66,1015.3,0.03
BLOCK 1101,12/23/2020,23:00:00,11.89,13.08,9.68,79.42,0,0.05,9.65,321.74,1015.46,0.07
BLOCK 1101,12/24/2020,0:00:00,12.88,14.64,10.76,64.21,0,0.05,10.68,349.95,1015.32,0.1
BLOCK 1101,12/24/2020,1:00:00,13.91,15.21,13.05,51.7,0,0.04,12.41,344.17,1015,0.16
BLOCK 1101,12/24/2020,2:00:00,12.06,13.29,11.23,56.75,0,0.04,10.15,331.02,1014.81,0.12
BLOCK 1101,12/24/2020,3:00:00,10.07,11.77,8.44,64.8,0,0.07,10.25,323.57,1014.82,0.08
BLOCK 1101,12/24/2020,4:00:00,8.55,9.86,7.68,68.41,0,0.12,2.27,332.26,1014.81,0
BLOCK 1101,12/24/2020,5:00:00,8.97,10.07,7.66,65.07,0,0.08,6.84,334.16,1014.77,0.06
BLOCK 1101,12/24/2020,6:00:00,9.49,10.3,8.79,59.43,0,0.09,9.63,353.55,1014.89,0.09
BLOCK 1101,12/24/2020,7:00:00,11.15,13.18,10.28,47.72,0,18.82,9.8,355.78,1015.17,0.14
BLOCK 1101,12/24/2020,8:00:00,13.74,17.77,11.18,46.28,0,226.22,10.47,315.71,1015.71,0.22
BLOCK 1101,12/24/2020,9:00:00,19.7,20.94,17.76,27.35,0,376.93,23.92,0.15,1016.26,0.5
BLOCK 1101,12/24/2020,10:00:00,21.6,22.29,20.78,23.22,0,359.62,23.64,11.7,1016.12,0.57
BLOCK 1101,12/24/2020,11:00:00,22.93,23.57,22.17,20.13,0,372.67,23.41,9.05,1015.22,0.63
BLOCK 1101,12/24/2020,12:00:00,23.61,24.47,23.14,17.39,0,378.03,24.33,10.55,1013.86,0.67
BLOCK 1101,12/24/2020,13:00:00,24.13,24.51,23.83,16.66,0,263.03,19.15,358.98,1012.97,0.63
BLOCK 1101,12/24/2020,14:00:00,22.3,24.48,20.39,30.53,0,205.88,20.84,309.78,1012.71,0.49
BLOCK 1101,12/24/2020,15:00:00,23.55,25.41,21.04,25.13,0,294.98,20.77,313.16,1012.4,0.58
BLOCK 1101,12/24/2020,16:00:00,23.17,25.04,20.72,27.58,0,128.3,19.09,301.64,1012.16,0.5
BLOCK 1101,12/24/2020,17:00:00,18.92,20.73,17.63,40.96,0,15.38,15.3,297.76,1012.18,0.29
BLOCK 1101,12/24/2020,18:00:00,16.89,17.61,15.78,38.56,0,0.07,16.58,307.84,1012.6,0.28
BLOCK 1101,12/24/2020,19:00:00,14.41,15.76,13.66,39.4,0,0.03,12.19,309.33,1013.25,0.21
BLOCK 1101,12/24/2020,20:00:00,13.4,14.34,11.95,40.69,0,0.07,11.23,314.69,1013.5,0.22
BLOCK 1101,12/24/2020,21:00:00,10.91,11.94,10.41,45.6,0,0.07,10.17,309.77,1013.58,0.17
BLOCK 1101,12/24/2020,22:00:00,9.49,10.52,8.97,47.43,0,0.05,9.2,308.72,1013.79,0.15
BLOCK 1101,12/24/2020,23:00:00,8.93,9.52,8.53,50.12,0,0.1,9.42,306.08,1013.65,0.14
BLOCK 1101,12/25/2020,0:00:00,8.99,9.42,8.67,55.57,0,0.12,9.37,310.67,1013.53,0.1
BLOCK 1101,12/25/2020,1:00:00,8.84,9.02,8.65,60.22,0,0.11,10.55,312.02,1013.04,0.09
BLOCK 1101,12/25/2020,2:00:00,8.94,9.96,8.63,67.98,0,0.08,10.21,310.19,1012.83,0.07
BLOCK 1101,12/25/2020,3:00:00,8.09,9.92,7.01,67.72,0,0.05,9.08,304.27,1012.8,0.06
BLOCK 1101,12/25/2020,4:00:00,6.75,7.02,6.28,73.31,0,0.05,7.61,307.69,1012.57,0.04
BLOCK 1101,12/25/2020,5:00:00,6.47,7.11,6.1,74.2,0,0.1,8.02,309.23,1012.36,0.04
BLOCK 1101,12/25/2020,6:00:00,7.46,8.07,6,68.06,0,0.14,6.36,333.23,1012.79,0.05
BLOCK 1101,12/25/2020,7:00:00,7.31,8.65,6.28,64.21,0,10.83,5.65,336.92,1013.21,0.05
BLOCK 1101,12/25/2020,8:00:00,10.96,13.9,8.28,49.55,0,191.63,9.55,316.58,1013.69,0.17
BLOCK 1101,12/25/2020,9:00:00,15.72,17.53,13.91,32.09,0,366.02,12.88,315.94,1014.33,0.35
BLOCK 1101,12/25/2020,10:00:00,19.25,20.69,17.45,25.29,0,491.83,9.71,311.88,1014.6,0.45
BLOCK 1101,12/25/2020,11:00:00,21.8,23.1,20.49,21.07,0,567.08,15.24,298.87,1014.15,0.59
BLOCK 1101,12/25/2020,12:00:00,23.82,24.85,22.64,16.41,0,586.23,13.59,299.02,1013.06,0.66
BLOCK 1101,12/25/2020,13:00:00,25.65,26.6,24.7,15.22,0,546.17,10.82,297.64,1011.97,0.66
BLOCK 1101,12/25/2020,14:00:00,25.22,26.99,24.16,23.25,0,445.62,18.62,289.46,1011.33,0.66
BLOCK 1101,12/25/2020,15:00:00,25.03,25.57,24.4,20.08,0,307.97,16.89,298,1011.2,0.62
BLOCK 1101,12/25/2020,16:00:00,24.28,25.46,22.14,22,0,150.28,16.61,286.41,1011.08,0.54
BLOCK 1101,12/25/2020,17:00:00,19.88,22.11,17.81,38.24,0,27.79,15.24,277.09,1011.49,0.32
BLOCK 1101,12/25/2020,18:00:00,16.56,17.83,15.16,53.57,0,0.1,11.21,271.24,1011.84,0.17
BLOCK 1101,12/25/2020,19:00:00,14.14,15.16,13.12,65.54,0,0.03,7.38,271.26,1012.33,0.08
BLOCK 1101,12/25/2020,20:00:00,12.75,13.14,12.36,70.08,0,0.07,1.8,326.76,1012.74,0.05
BLOCK 1101,12/25/2020,21:00:00,11.65,12.34,10.94,75.56,0,0.06,2,289.51,1013.02,0.04
BLOCK 1101,12/25/2020,22:00:00,10.21,11.25,8.67,79.43,0,0.04,1.76,79.15,1013.3,0.04
BLOCK 1101,12/25/2020,23:00:00,9.04,9.69,7.72,82.3,0,0.1,1.13,71.26,1013.33,0.03
BLOCK 1101,12/26/2020,0:00:00,8.17,9.22,6.95,86.68,0,0.11,0.76,244.89,1013.16,0
BLOCK 1101,12/26/2020,1:00:00,7.44,8.13,6.82,89.6,0,0.05,0.5,91.12,1013.1,0
BLOCK 1101,12/26/2020,2:00:00,6.55,7.62,4.84,90.23,0,0.06,3,66.74,1012.85,0
BLOCK 1101,12/26/2020,3:00:00,7.1,8.07,6.13,83.97,0,0.09,4.48,93.27,1012.69,0
BLOCK 1101,12/26/2020,4:00:00,6.15,7.38,4.07,81.32,0,0.09,1.27,88.89,1012.56,0
BLOCK 1101,12/26/2020,5:00:00,4.3,4.95,3.58,85.08,0,0.11,1.9,348.39,1012.9,0
BLOCK 1101,12/26/2020,6:00:00,4.17,4.39,3.43,85.57,0,0.11,2.11,31.17,1013.46,0
BLOCK 1101,12/26/2020,7:00:00,3.76,4.71,2.59,82.73,0,12.05,2.28,40.32,1014.04,0
BLOCK 1101,12/26/2020,8:00:00,8.72,13.01,4.72,72.2,0,189.87,2.21,11.46,1014.54,0.08
BLOCK 1101,12/26/2020,9:00:00,16.2,18.17,12.97,49.92,0,366.22,2.62,297.03,1015.06,0.22
BLOCK 1101,12/26/2020,10:00:00,19.04,20.27,18.07,30.34,0,500.97,7.16,356.26,1015.16,0.41
BLOCK 1101,12/26/2020,11:00:00,21.68,23.47,20.04,27.76,0,575.63,5.25,326.04,1014.55,0.46
BLOCK 1101,12/26/2020,12:00:00,24.03,24.72,22.84,24.76,0,593.6,7.51,302.49,1013.55,0.55
BLOCK 1101,12/26/2020,13:00:00,25.5,26.6,24.39,23.75,0,552.05,9.83,288.8,1012.43,0.6
BLOCK 1101,12/26/2020,14:00:00,26.5,27.06,26,19.53,0,452.85,9.8,297.94,1011.61,0.6
BLOCK 1101,12/26/2020,15:00:00,26.21,26.88,25.5,25.79,0,310.87,13.01,281.28,1011.09,0.56
BLOCK 1101,12/26/2020,16:00:00,24.69,25.88,23.29,28.85,0,150.98,14.89,278.08,1010.72,0.48
BLOCK 1101,12/26/2020,17:00:00,20.74,23.29,17.96,39.95,0,29.11,9.74,277.64,1010.6,0.25
BLOCK 1101,12/26/2020,18:00:00,16.43,17.95,15.04,49.95,0,0.11,5.19,236.96,1010.72,0.1
BLOCK 1101,12/26/2020,19:00:00,14.84,15.52,14.14,56.76,0,0.05,3.47,187.41,1010.86,0.05
BLOCK 1101,12/26/2020,20:00:00,13.59,14.55,13.12,65.93,0,0.06,2.78,169.1,1010.99,0.07
BLOCK 1101,12/26/2020,21:00:00,12.57,13.51,11.48,77.97,0,0.08,2.42,187.86,1011.27,0.05
BLOCK 1101,12/26/2020,22:00:00,10.77,11.55,10.1,87.62,0,0.07,3.98,163.39,1011.64,0.03
BLOCK 1101,12/26/2020,23:00:00,9.78,10.76,8.56,91.97,0,0.06,1.51,127.65,1011.64,0.02
BLOCK 1101,12/27/2020,0:00:00,8.77,10.16,7.77,93.47,0,0.11,2.64,90.53,1011.35,0
BLOCK 1101,12/27/2020,1:00:00,7.8,8.38,7.12,92.23,0,0.12,2.24,66.59,1011.13,0
BLOCK 1101,12/27/2020,2:00:00,8.01,8.49,7.64,82.11,0,0.05,3.6,93.96,1010.87,0
BLOCK 1101,12/27/2020,3:00:00,7.5,8.17,6.31,74.55,0,0.04,3.95,62.93,1010.46,0.02
BLOCK 1101,12/27/2020,4:00:00,6.7,7.5,6.27,79.14,0,0.09,2.98,43.21,1010.37,0
BLOCK 1101,12/27/2020,5:00:00,5.18,7.74,4.03,82.47,0,0.09,2.04,329.55,1010.49,0
BLOCK 1101,12/27/2020,6:00:00,5.63,6.47,4.7,82.82,0,0.13,1.05,114.43,1010.85,0
BLOCK 1101,12/27/2020,7:00:00,5.56,6.37,4.67,85,0,11.46,1.01,148.97,1011.49,0
BLOCK 1101,12/27/2020,8:00:00,10.73,14.47,6.38,64.97,0,182.98,1.46,95.68,1011.98,0.08
BLOCK 1101,12/27/2020,9:00:00,16.48,18.11,14.17,43.53,0,361.83,3.82,37.11,1012.33,0.25
BLOCK 1101,12/27/2020,10:00:00,21.05,24.11,18.13,34.64,0,490,2.11,25.92,1012.57,0.34
BLOCK 1101,12/27/2020,11:00:00,24.05,25.06,23.3,27.38,0,568.82,3.49,196.5,1011.95,0.46
BLOCK 1101,12/27/2020,12:00:00,25.8,27.12,25.06,25.24,0,592.65,6.05,150.81,1010.66,0.56
BLOCK 1101,12/27/2020,13:00:00,27.86,29.19,26.84,22.25,0,555.55,6.57,186.09,1009.6,0.59
BLOCK 1101,12/27/2020,14:00:00,28.59,29.29,27.93,22.68,0,434.02,9,200.4,1009.13,0.6
BLOCK 1101,12/27/2020,15:00:00,26.35,28.48,24.72,23.81,0,233.47,14.52,199.73,1008.95,0.57
BLOCK 1101,12/27/2020,16:00:00,24.24,25.26,22.59,26.59,0,158.97,13.03,220.17,1009.23,0.46
BLOCK 1101,12/27/2020,17:00:00,20.63,22.61,18.46,44.29,0,30.2,6.72,203.1,1009.13,0.19
BLOCK 1101,12/27/2020,18:00:00,18.02,18.71,16.86,53.43,0,0.14,3.32,150.78,1009.31,0.06
BLOCK 1101,12/27/2020,19:00:00,15.92,16.91,15.31,65.93,0,0.03,2.77,107.36,1009.79,0.02
BLOCK 1101,12/27/2020,20:00:00,13.78,15.3,13.06,72.81,0,0.04,3.93,92.09,1010.05,0.07
BLOCK 1101,12/27/2020,21:00:00,12.93,13.51,12.3,76.84,0,0.08,4.9,108.25,1010.33,0.06
BLOCK 1101,12/27/2020,22:00:00,11.66,12.5,9.3,69.4,0,0.08,1.11,125.18,1010.85,0.04
BLOCK 1101,12/27/2020,23:00:00,9.61,11.17,8.93,75.7,0,0.06,0.4,150.47,1010.92,0.02
BLOCK 1101,12/28/2020,0:00:00,9.63,11.39,7.92,70.16,0,0.09,0.84,78.42,1010.73,0
BLOCK 1101,12/28/2020,1:00:00,9.07,9.54,8.26,74.62,0,0.12,1.5,99.43,1010.27,0
BLOCK 1101,12/28/2020,2:00:00,8.38,9.62,6.77,76.69,0,0.08,1.34,63.09,1010.25,0
BLOCK 1101,12/28/2020,3:00:00,9.84,10.71,8.85,71.98,0,0.05,5.13,56.64,1010.63,0.03
BLOCK 1101,12/28/2020,4:00:00,9.47,10.18,8.79,71.6,0,0.04,4.66,71.55,1010.35,0.03
BLOCK 1101,12/28/2020,5:00:00,8.99,9.38,8.77,73.55,0,0.03,4.36,73.31,1010.35,0.02
BLOCK 1101,12/28/2020,6:00:00,9.76,10.97,9.03,67.97,0,0.08,3.13,101.14,1010.63,0.02
BLOCK 1101,12/28/2020,7:00:00,10.92,11.79,10.46,70.68,0,19.61,3.08,94.92,1011.08,0.02
BLOCK 1101,12/28/2020,8:00:00,14.85,17.37,11.82,56.47,0,186.83,4.33,118.08,1011.86,0.14
BLOCK 1101,12/28/2020,9:00:00,19.29,20.65,17.38,45.49,0,355.5,6.24,136.04,1012.5,0.3
BLOCK 1101,12/28/2020,10:00:00,21.32,22.14,20.27,50.75,0,482.12,11.79,156.45,1012.91,0.38
BLOCK 1101,12/28/2020,11:00:00,22.99,23.85,21.82,49.91,0,558.88,16.46,170.15,1012.47,0.45
BLOCK 1101,12/28/2020,12:00:00,24.12,24.95,23.43,44.08,0,580.58,17.15,177.7,1011.74,0.52
BLOCK 1101,12/28/2020,13:00:00,24.76,25.35,24.01,40.84,0,544.57,19,178.59,1010.74,0.55
BLOCK 1101,12/28/2020,14:00:00,23.91,24.59,23.27,52.07,0,447.07,18.56,189.91,1010.43,0.43
BLOCK 1101,12/28/2020,15:00:00,23.23,24.16,22.26,57.89,0,306.87,16.22,192.54,1010.26,0.33
BLOCK 1101,12/28/2020,16:00:00,21.68,22.69,20.74,64.87,0,151.5,12.36,193.28,1010.22,0.21
BLOCK 1101,12/28/2020,17:00:00,19.23,20.85,16.95,73.68,0,30.32,8.31,195.96,1010.2,0.09
BLOCK 1101,12/28/2020,18:00:00,15.81,16.95,14.79,88.95,0,0.13,7.13,165.93,1010.02,0.01
BLOCK 1101,12/28/2020,19:00:00,14.66,14.81,14.45,95.15,0,0.04,5.76,162.41,1010.25,0
BLOCK 1101,12/28/2020,20:00:00,14.48,14.7,14.25,97.63,0,0.03,6.39,215.34,1010.8,0.02
BLOCK 1101,12/28/2020,21:00:00,14.47,14.65,14.3,98.3,0,0.05,10.09,287.32,1011.63,0.01
BLOCK 1101,12/28/2020,22:00:00,14.72,15.04,14.44,98.03,0,0.06,2.59,270.12,1011.95,0.02
BLOCK 1101,12/28/2020,23:00:00,14.87,15.18,14.32,97.07,0,0.08,3.45,153.52,1011.74,0.02
BLOCK 1101,12/29/2020,0:00:00,13.62,14.34,12.58,96.25,0,0.08,3.01,101.33,1011.65,0
BLOCK 1101,12/29/2020,1:00:00,12.27,12.6,11.83,96.83,0,0.1,2.98,80.41,1011.63,0
BLOCK 1101,12/29/2020,2:00:00,11.33,11.86,10.61,97.72,0,0.09,4.03,98.48,1011.1,0
BLOCK 1101,12/29/2020,3:00:00,11.2,11.76,10.56,98.47,0,0.07,2.57,47.78,1011.34,0
BLOCK 1101,12/29/2020,4:00:00,12.24,12.4,11.75,98.85,0,0.06,3.52,101.51,1011.19,0
BLOCK 1101,12/29/2020,5:00:00,12.46,12.54,12.33,99.07,0,0.05,2.42,76.23,1011.44,0
BLOCK 1101,12/29/2020,6:00:00,12.39,12.62,12.1,99.17,0,0.09,2.48,327.91,1011.98,0
BLOCK 1101,12/29/2020,7:00:00,12.49,12.67,12.3,98.95,0,5.54,8.89,301.42,1012.7,0
BLOCK 1101,12/29/2020,8:00:00,12.96,13.75,12.45,96.83,0,72.4,10.05,333.08,1013.35,0.01
BLOCK 1101,12/29/2020,9:00:00,15.39,16.93,13.62,86.15,0,328.93,5.72,334.47,1013.74,0.13
BLOCK 1101,12/29/2020,10:00:00,17.72,18.93,16.53,73.94,0,487.32,8.32,309.72,1013.89,0.24
BLOCK 1101,12/29/2020,11:00:00,19.72,20.85,18.63,57.77,0,565.33,14.69,319.64,1013.58,0.35
BLOCK 1101,12/29/2020,12:00:00,20.98,22.19,20.22,46.96,0,584.18,17.13,308.02,1012.58,0.44
BLOCK 1101,12/29/2020,13:00:00,21.82,22.68,21.24,40.92,0,543.6,18.77,299.23,1011.7,0.49
BLOCK 1101,12/29/2020,14:00:00,22.26,22.77,21.76,34.47,0,452.62,18.28,297.34,1011.05,0.51
BLOCK 1101,12/29/2020,15:00:00,21.99,22.59,21.24,34.45,0,313.12,19.08,281.49,1010.74,0.47
BLOCK 1101,12/29/2020,16:00:00,20.24,21.63,19.18,43.26,0,149.86,20.73,275.51,1010.75,0.36
BLOCK 1101,12/29/2020,17:00:00,17.71,19.24,16.39,51.56,0,29.01,20.28,285.23,1010.78,0.25
BLOCK 1101,12/29/2020,18:00:00,15.35,16.44,14.35,60.45,0,0.14,13.15,295.69,1010.96,0.14
BLOCK 1101,12/29/2020,19:00:00,13.44,14.44,12.1,63.14,0,0.07,7.51,306.32,1011.16,0.08
BLOCK 1101,12/29/2020,20:00:00,11.54,12.17,10.88,68.57,0,0.09,6.7,278.68,1011.22,0.09
BLOCK 1101,12/29/2020,21:00:00,11.67,12.29,10.73,73.02,0,0.07,9.2,307.81,1011.39,0.09
BLOCK 1101,12/29/2020,22:00:00,11.37,12.28,10.81,74.71,0,0.07,8.56,316.34,1011.59,0.08
BLOCK 1101,12/29/2020,23:00:00,11.92,12.69,10.51,70.18,0,0.08,8.49,327.2,1011.64,0.1
BLOCK 1101,12/30/2020,0:00:00,10.67,11.54,9.73,74.38,0,0.1,7.23,319.65,1011.59,0.04
BLOCK 1101,12/30/2020,1:00:00,8.98,10.08,8.15,80.36,0,0.12,5.86,8.84,1011.46,0.02
