Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
BLOCK 1101,12/30/2020,2:00:00,8.38,9.27,7.56,82.3,0,0.09,4.89,315.53,1011.48,0.01
BLOCK 1101,12/30/2020,3:00:00,6.88,7.79,6.01,84.37,0,0.06,3.65,288.62,1011.5,0
BLOCK 1101,12/30/2020,4:00:00,7.1,8.29,6.27,87.72,0,0.11,2.69,314.21,1011.48,0
BLOCK 1101,12/30/2020,5:00:00,6.89,7.68,6.23,87.75,0,0.1,5.65,315.59,1011.49,0
BLOCK 1101,12/30/2020,6:00:00,6.95,7.42,6.57,87.4,0,0.12,4.77,311.89,1011.76,0
BLOCK 1101,12/30/2020,7:00:00,6.43,6.94,5.91,88.9,0,10.27,4.73,340.18,1012.07,0
BLOCK 1101,12/30/2020,8:00:00,9.27,11.28,6.46,81.21,0,177.09,8.44,312.71,1012.47,0.07
BLOCK 1101,12/30/2020,9:00:00,13.96,16.18,11.27,62.56,0,357.75,13.95,323.19,1012.69,0.21
BLOCK 1101,12/30/2020,10:00:00,16.89,18.13,15.86,47.74,0,486.87,15.6,331.9,1012.54,0.34
BLOCK 1101,12/30/2020,11:00:00,18.76,19.81,17.63,37.82,0,569.4,18.26,319.72,1011.81,0.44
BLOCK 1101,12/30/2020,12:00:00,19.71,20.12,19.14,34.87,0,588.43,23.4,297.39,1010.7,0.5
BLOCK 1101,12/30/2020,13:00:00,20.37,21.04,19.72,32.2,0,549.17,25.95,304.16,1009.7,0.53
BLOCK 1101,12/30/2020,14:00:00,20.76,21.63,20.29,32.13,0,446.75,28.63,302.08,1009.12,0.52
BLOCK 1101,12/30/2020,15:00:00,20.62,21.14,20.14,30.82,0,298.4,27.76,304.76,1008.85,0.5
BLOCK 1101,12/30/2020,16:00:00,19.8,20.7,18.83,32.79,0,151.27,28.03,297.34,1009.02,0.44
BLOCK 1101,12/30/2020,17:00:00,17.3,18.83,16.12,46.27,0,27.16,26.24,288.35,1009.76,0.29
BLOCK 1101,12/30/2020,18:00:00,15.39,16.13,14.67,60.17,0,0.16,21.48,293.58,1010.47,0.18
BLOCK 1101,12/30/2020,19:00:00,14.02,14.76,13.3,68.61,0,0.08,12.84,307.27,1010.91,0.1
BLOCK 1101,12/30/2020,20:00:00,11.75,13.3,10.87,75.22,0,0.07,7.19,286.51,1011.45,0.08
BLOCK 1101,12/30/2020,21:00:00,10.88,11.51,10.46,76.58,0,0.05,7.09,319.12,1011.82,0.07
BLOCK 1101,12/30/2020,22:00:00,10.47,11.47,9.59,69.05,0,0.09,8.06,319.67,1011.59,0.09
BLOCK 1101,12/30/2020,23:00:00,9.65,11.69,8.13,70.06,0,0.12,6.84,13.38,1011.32,0.08
BLOCK 1101,12/31/2020,0:00:00,9.48,9.97,8.69,68.3,0,0.11,10.7,359.88,1011.17,0.07
BLOCK 1101,12/31/2020,1:00:00,8.72,9.42,8.21,69.26,0,0.08,3.75,67.82,1011.27,0.02
BLOCK 1101,12/31/2020,2:00:00,8.34,9.09,7.85,76.26,0,0.05,2.61,76.32,1011.45,0
BLOCK 1101,12/31/2020,3:00:00,5.93,9.17,4.51,80.55,0,0.1,2.54,249.52,1011.87,0
BLOCK 1101,12/31/2020,4:00:00,5.18,6.31,3.18,83.28,0,0.12,0.51,80.93,1011.82,0
BLOCK 1101,12/31/2020,5:00:00,3.71,4.59,2.81,86.7,0,0.1,1.44,251.38,1012.14,0
BLOCK 1101,12/31/2020,6:00:00,4.39,5.02,3.57,86.17,0,0.07,1.26,159.25,1012.64,0
BLOCK 1101,12/31/2020,7:00:00,4.37,5.26,3.6,84.93,0,9.76,3.41,94.47,1013.31,0
BLOCK 1101,12/31/2020,8:00:00,8.41,12.04,4.53,76.94,0,180.44,3.71,90.44,1013.45,0.07
BLOCK 1101,12/31/2020,9:00:00,14.29,16.02,11.84,58.72,0,363.47,5.03,127.61,1013.8,0.21
BLOCK 1101,12/31/2020,10:00:00,17.21,18.15,16.02,42.26,0,493.37,5.65,124.66,1013.87,0.33
BLOCK 1101,12/31/2020,11:00:00,18.98,19.89,18.11,35.77,0,577.65,7.37,149.93,1013.2,0.42
BLOCK 1101,12/31/2020,12:00:00,20.12,20.8,19.42,32.16,0,596.4,8.7,170.91,1012.31,0.47
BLOCK 1101,12/31/2020,13:00:00,21.01,21.89,20.3,28.98,0,557.63,9.69,201.19,1011.3,0.49
BLOCK 1101,12/31/2020,14:00:00,20.58,21.51,19.72,31.58,0,459.4,16.8,201.79,1010.61,0.49
BLOCK 1101,12/31/2020,15:00:00,19.81,20.48,18.89,32.97,0,320.18,17.32,201.82,1010.11,0.43
BLOCK 1101,12/31/2020,16:00:00,18.63,19.44,17.99,36.58,0,160.12,16.48,206.15,1009.96,0.35
BLOCK 1101,12/31/2020,17:00:00,16.03,17.98,13.25,49.98,0,34.38,9.84,196.58,1009.8,0.17
BLOCK 1101,12/31/2020,18:00:00,13.01,13.5,12.41,64.13,0,0.19,6.61,160.52,1009.5,0.07
BLOCK 1101,12/31/2020,19:00:00,11.59,12.43,10.71,73.04,0,0.04,3.1,115.23,1009.54,0.01
BLOCK 1101,12/31/2020,20:00:00,10.04,10.94,9.24,83.62,0,0.05,3.79,104.59,1009.52,0.04
BLOCK 1101,12/31/2020,21:00:00,9.36,10.12,8.91,84.58,0,0.11,6.16,140.49,1009.42,0.04
BLOCK 1101,12/31/2020,22:00:00,8.85,9.18,8.65,83.5,0,0.12,3.63,121.76,1009.35,0.04
BLOCK 1101,12/31/2020,23:00:00,8.49,8.85,8.24,87.08,0,0.06,5.35,110.67,1009.39,0.04
BLOCK 1101,1/1/2021,0:00:00,8.15,8.51,7.74,87.98,0,0.05,3.06,74.07,1009.59,0
BLOCK 1101,1/1/2021,1:00:00,7.94,8.67,7.54,83.85,0,0.06,4.34,94.63,1009.68,0
BLOCK 1101,1/1/2021,2:00:00,8.82,9.1,8.52,78.74,0,0.07,4.97,109.74,1009.43,0.02
BLOCK 1101,1/1/2021,3:00:00,9.64,10.34,9.09,74.28,0,0.05,5.56,108.38,1009.37,0.03
BLOCK 1101,1/1/2021,4:00:00,9.95,10.33,9.45,70.07,0,0.05,7.08,111.74,1008.87,0.05
BLOCK 1101,1/1/2021,5:00:00,10.09,10.32,9.69,69.36,0,0.04,6.53,112.1,1008.88,0.05
BLOCK 1101,1/1/2021,6:00:00,8.83,9.96,8.17,75.98,0,0.08,2.3,110.1,1009.77,0
BLOCK 1101,1/1/2021,7:00:00,8.64,9.35,7.92,78.11,0,12.88,4.1,119.03,1010.64,0.02
BLOCK 1101,1/1/2021,8:00:00,11.53,13.38,9.33,71.27,0,164.78,5.65,144.06,1011.66,0.1
BLOCK 1101,1/1/2021,9:00:00,14.97,16.54,13.33,66.73,0,344.97,7.57,147.53,1012.79,0.19
BLOCK 1101,1/1/2021,10:00:00,17.42,18.67,16.43,62.35,0,476.28,5.46,356.39,1013.54,0.27
BLOCK 1101,1/1/2021,11:00:00,17.58,18.59,16.95,59.56,0,559.85,11.4,19.3,1013.81,0.31
BLOCK 1101,1/1/2021,12:00:00,19.11,20.26,18.33,51.63,0,472.62,5.21,50.95,1013.56,0.32
BLOCK 1101,1/1/2021,13:00:00,19.88,21.08,18.86,46.22,0,395.27,3.59,292.22,1013.35,0.28
BLOCK 1101,1/1/2021,14:00:00,21.14,22.13,20.47,41.7,0,504.48,6.55,301.16,1013.54,0.39
BLOCK 1101,1/1/2021,15:00:00,20.88,21.91,20.06,40.94,0,325.85,5.08,348.36,1014.07,0.3
BLOCK 1101,1/1/2021,16:00:00,20.33,20.99,19.89,46.26,0,156.13,10.28,237.39,1014.54,0.27
BLOCK 1101,1/1/2021,17:00:00,18.68,20.16,16.67,52.14,0,38.79,10.66,253.89,1015.09,0.2
BLOCK 1101,1/1/2021,18:00:00,15.35,16.67,14.32,65.18,0,0.17,8.13,239.42,1016.07,0.09
BLOCK 1101,1/1/2021,19:00:00,13.61,14.43,12.4,68.81,0,0.06,2.41,223.96,1016.96,0.01
BLOCK 1101,1/1/2021,20:00:00,12.19,12.92,11.42,74.68,0,0.07,2.19,270.95,1017.49,0.05
BLOCK 1101,1/1/2021,21:00:00,11.4,11.72,10.69,81.81,0,0.06,4.22,346.24,1017.66,0.05
BLOCK 1101,1/1/2021,22:00:00,10.95,11.64,8.53,85.8,0,0.07,1.35,7.74,1018.12,0.03
BLOCK 1101,1/1/2021,23:00:00,8.85,9.58,7.83,89.15,0,0.12,1.89,133.34,1018.37,0.02
BLOCK 1101,1/2/2021,0:00:00,8.42,8.78,7.26,91.25,0,0.11,2.02,45.87,1018.22,0
BLOCK 1101,1/2/2021,1:00:00,7.9,8.36,7.26,92.67,0,0.05,5.14,40.06,1018.25,0
BLOCK 1101,1/2/2021,2:00:00,8.05,8.52,7.75,91.47,0,0.05,7.07,44.93,1018.03,0
BLOCK 1101,1/2/2021,3:00:00,7.74,9.03,7.16,87.45,0,0.08,9.11,24.06,1017.84,0.01
BLOCK 1101,1/2/2021,4:00:00,9.1,9.32,8.83,83.17,0,0.06,12.22,14.62,1017.58,0.04
BLOCK 1101,1/2/2021,5:00:00,8.83,9.24,8.24,83.3,0,0.05,11.45,14.02,1017.73,0.03
BLOCK 1101,1/2/2021,6:00:00,7.69,8.31,7.24,82.72,0,0.12,9.89,12.25,1018.45,0.03
BLOCK 1101,1/2/2021,7:00:00,8.45,10.1,7.16,83,0,10.05,13.41,18.6,1018.86,0.04
BLOCK 1101,1/2/2021,8:00:00,11.59,13.26,10.02,76.22,0,175.63,14.27,17.66,1019.28,0.1
BLOCK 1101,1/2/2021,9:00:00,14.81,16.05,13.2,62.72,0,358.45,16.32,9.11,1019.89,0.22
BLOCK 1101,1/2/2021,10:00:00,17.27,19.12,15.62,51.98,0,472.55,19.57,4.98,1019.89,0.33
BLOCK 1101,1/2/2021,11:00:00,19.49,20.19,18.7,40.63,0,579.68,21.79,1.08,1019.03,0.45
BLOCK 1101,1/2/2021,12:00:00,21.14,22.21,19.8,33.54,0,601.68,21.2,10.71,1017.51,0.54
BLOCK 1101,1/2/2021,13:00:00,22.54,23.24,21.59,29.64,0,566.67,17.87,4.42,1016.05,0.57
BLOCK 1101,1/2/2021,14:00:00,23.31,23.87,22.75,27.16,0,473.28,13.64,359.81,1015.11,0.55
BLOCK 1101,1/2/2021,15:00:00,23.88,24.32,23.53,26.14,0,323.35,12.45,4.59,1014.67,0.51
BLOCK 1101,1/2/2021,16:00:00,23.66,24.16,23.18,25.34,0,162.82,9.04,359.36,1014.43,0.39
BLOCK 1101,1/2/2021,17:00:00,20.71,23.18,18.25,40.04,0,32.35,9.82,294.76,1014.33,0.26
BLOCK 1101,1/2/2021,18:00:00,16.61,18.23,15.23,56.64,0,0.14,12.52,292.63,1014.97,0.17
BLOCK 1101,1/2/2021,19:00:00,13.84,15.25,12.84,63.89,0,0.02,8.82,301.81,1015.58,0.1
BLOCK 1101,1/2/2021,20:00:00,12.03,12.84,11.64,70.35,0,0.08,7.55,309.58,1015.77,0.09
BLOCK 1101,1/2/2021,21:00:00,12.05,12.53,10.91,74.25,0,0.06,7.91,333.64,1015.57,0.08
BLOCK 1101,1/2/2021,22:00:00,10.14,10.91,9.16,78.52,0,0.05,5.47,322.4,1015.74,0.06
BLOCK 1101,1/2/2021,23:00:00,9.87,10.36,8.83,77.51,0,0.11,6.48,331.39,1015.7,0.06
BLOCK 1101,1/3/2021,0:00:00,8.57,10.1,7.2,73.71,0,0.11,7.12,319.03,1015.78,0.04
BLOCK 1101,1/3/2021,1:00:00,7.88,8.97,7.16,70.53,0,0.06,5.74,2.86,1015.76,0.04
BLOCK 1101,1/3/2021,2:00:00,7.16,8.21,6.31,73.34,0,0.06,2.18,4.7,1015.71,0
BLOCK 1101,1/3/2021,3:00:00,7.46,8.22,6.55,68.81,0,0.12,2.81,12.91,1015.6,0.01
BLOCK 1101,1/3/2021,4:00:00,6.19,7.54,4.98,71.44,0,0.11,2.35,22.27,1015.54,0
BLOCK 1101,1/3/2021,5:00:00,5.09,6.31,3.85,74.36,0,0.13,1.76,18.12,1015.81,0
BLOCK 1101,1/3/2021,6:00:00,4.28,5.06,3.16,83.85,0,0.09,1.53,59.3,1016.3,0
BLOCK 1101,1/3/2021,7:00:00,3.44,4.22,2.06,87.23,0,10.1,0.22,204.64,1016.89,0
BLOCK 1101,1/3/2021,8:00:00,7.51,11.4,3.34,76.07,0,178.44,1.72,324.56,1017.15,0.06
BLOCK 1101,1/3/2021,9:00:00,13.13,15.08,11.39,54.78,0,369.83,6.39,19.55,1017.36,0.21
BLOCK 1101,1/3/2021,10:00:00,17.23,19.07,15.08,41.88,0,505.95,7.28,31.1,1017.22,0.35
BLOCK 1101,1/3/2021,11:00:00,20.26,21.62,18.89,32.47,0,589.18,8.45,359.31,1016.63,0.46
BLOCK 1101,1/3/2021,12:00:00,22.87,23.91,21.38,27.7,0,605.88,10.33,331.43,1015.59,0.56
BLOCK 1101,1/3/2021,13:00:00,24.05,24.66,23.31,23.25,0,572.4,13.86,300.31,1014.44,0.63
BLOCK 1101,1/3/2021,14:00:00,25.06,25.97,24.33,20.58,0,474.05,11.54,320.69,1013.84,0.6
BLOCK 1101,1/3/2021,15:00:00,26.07,26.44,25.47,18.96,0,328.98,11.32,318.56,1013.66,0.58
BLOCK 1101,1/3/2021,16:00:00,24.99,26.17,24.1,24.46,0,164.25,15.23,286.48,1013.51,0.52
BLOCK 1101,1/3/2021,17:00:00,21.07,24.09,18.51,37.1,0,36.29,14.79,277.04,1013.79,0.34
BLOCK 1101,1/3/2021,18:00:00,16.73,18.5,15.42,52.77,0,0.22,12.07,283.92,1014.23,0.18
BLOCK 1101,1/3/2021,19:00:00,14,15.43,13.01,64.89,0,0.04,8.52,273.14,1014.41,0.09
BLOCK 1101,1/3/2021,20:00:00,11.88,13,10.71,72.41,0,0.08,6.21,280.02,1014.43,0.08
BLOCK 1101,1/3/2021,21:00:00,10.51,10.79,10.29,80.14,0,0.05,3.64,274.32,1014.53,0.05
BLOCK 1101,1/3/2021,22:00:00,10.24,10.87,9.41,82.88,0,0.07,0.48,108.66,1014.74,0.02
BLOCK 1101,1/3/2021,23:00:00,8.72,10.16,7.94,86.32,0,0.12,2.38,70.32,1014.76,0.03
BLOCK 1101,1/4/2021,0:00:00,7.82,8.52,6.95,88.03,0,0.09,2.32,90.35,1014.8,0
BLOCK 1101,1/4/2021,1:00:00,7.7,8.36,6.25,88.95,0,0.03,2.36,104.85,1014.58,0
BLOCK 1101,1/4/2021,2:00:00,6.39,7.38,4.51,89,0,0.11,2.53,22.2,1014.57,0
BLOCK 1101,1/4/2021,3:00:00,6.12,6.67,5.12,90.18,0,0.11,4.06,39.33,1014.21,0
BLOCK 1101,1/4/2021,4:00:00,5.96,6.67,4.97,92.63,0,0.12,2.35,52.06,1014.08,0
BLOCK 1101,1/4/2021,5:00:00,5.53,6.57,4.61,91.12,0,0.1,1.1,62.59,1014.3,0
BLOCK 1101,1/4/2021,6:00:00,3.86,4.63,2.89,92.23,0,0.08,1.59,208.67,1014.99,0
BLOCK 1101,1/4/2021,7:00:00,4.05,7.24,2.89,91.35,0,9.57,4.72,323,1015.59,0
BLOCK 1101,1/4/2021,8:00:00,10.88,14.35,7.26,60.1,0,175.57,4.57,335.28,1016.18,0.11
BLOCK 1101,1/4/2021,9:00:00,15.34,17.43,13.84,43.98,0,367.37,4.63,9.84,1016.55,0.25
BLOCK 1101,1/4/2021,10:00:00,19.38,20.92,17.38,34.5,0,502.63,6.22,303.04,1016.46,0.39
BLOCK 1101,1/4/2021,11:00:00,21.82,22.9,20.88,31.69,0,585.27,6.91,301.73,1015.56,0.48
BLOCK 1101,1/4/2021,12:00:00,23.51,24.41,22.46,29.59,0,607.12,11.23,309.65,1014.46,0.57
BLOCK 1101,1/4/2021,13:00:00,25.15,25.97,24.12,24.98,0,572.37,10.61,311.64,1013.05,0.61
BLOCK 1101,1/4/2021,14:00:00,26.76,27.57,25.63,20.57,0,476,10.95,295.83,1012.47,0.63
BLOCK 1101,1/4/2021,15:00:00,26.53,27.58,24.79,24.72,0,322.65,17.79,280.93,1012.34,0.64
BLOCK 1101,1/4/2021,16:00:00,23.46,24.79,22.23,34.84,0,164.97,19.39,278.51,1012.52,0.47
BLOCK 1101,1/4/2021,17:00:00,20.13,22.23,17.85,44.37,0,36.48,14.33,279.52,1012.7,0.28
BLOCK 1101,1/4/2021,18:00:00,16.1,17.85,14.43,59.63,0,0.12,8.97,276.29,1012.99,0.12
BLOCK 1101,1/4/2021,19:00:00,12.74,14.42,11.78,68.87,0,0.04,4.54,282.72,1013.07,0.04
BLOCK 1101,1/4/2021,20:00:00,10.63,11.77,10,78.53,0,0.07,2.99,241.78,1012.8,0.05
BLOCK 1101,1/4/2021,21:00:00,10.6,10.92,10,83.92,0,0.07,1.2,97.64,1013.07,0.03
BLOCK 1101,1/4/2021,22:00:00,9.44,10.42,8.42,88.38,0,0.1,0.96,132.85,1012.98,0.02
BLOCK 1101,1/4/2021,23:00:00,8.88,9.68,7.97,91.55,0,0.1,3.61,109.74,1012.88,0.02
BLOCK 1101,1/5/2021,0:00:00,7.8,8.25,7.01,90.92,0,0.08,3.02,135.17,1012.84,0
BLOCK 1101,1/5/2021,1:00:00,7.79,9.23,6,93.3,0,0.04,3,114.98,1012.61,0
BLOCK 1101,1/5/2021,2:00:00,6.03,7.02,5.04,93.2,0,0.1,3.9,37.25,1012.69,0
BLOCK 1101,1/5/2021,3:00:00,6.55,8.83,4.01,89.23,0,0.09,3.68,58.32,1012.61,0
BLOCK 1101,1/5/2021,4:00:00,7.03,10.18,4.33,80.84,0,0.08,3.31,47.53,1012.1,0
BLOCK 1101,1/5/2021,5:00:00,4.7,5.52,3.23,87.57,0,0.1,1.28,352.91,1012.35,0
BLOCK 1101,1/5/2021,6:00:00,4.09,5.87,2.64,90.73,0,0.09,2.59,334.79,1012.8,0
BLOCK 1101,1/5/2021,7:00:00,6.13,6.76,5.29,90.53,0,11.1,2.72,34.34,1012.94,0
BLOCK 1101,1/5/2021,8:00:00,10,12.8,6.33,76.52,0,191.6,4.62,15.97,1013.46,0.08
BLOCK 1101,1/5/2021,9:00:00,15.03,17.58,12.78,58.2,0,352.68,7.19,17.23,1013.81,0.22
BLOCK 1101,1/5/2021,10:00:00,18.67,20.35,17.51,46.16,0,396.6,7.27,357.18,1013.7,0.31
BLOCK 1101,1/5/2021,11:00:00,21.74,24.31,20.1,33.33,0,520.43,5.7,2.1,1012.82,0.43
BLOCK 1101,1/5/2021,12:00:00,24.16,25.36,23.21,26.7,0,569.43,8.93,302.94,1011.88,0.56
BLOCK 1101,1/5/2021,13:00:00,25.66,26.49,24.88,23.74,0,535.75,7.48,305.76,1010.94,0.56
BLOCK 1101,1/5/2021,14:00:00,26.16,26.73,25.59,23.3,0,433.42,7.71,313.48,1010.41,0.53
BLOCK 1101,1/5/2021,15:00:00,25.59,26.53,24.35,26.2,0,249.65,12.7,280.31,1010.64,0.52
BLOCK 1101,1/5/2021,16:00:00,22.38,24.41,21.04,42.38,0,110.35,15.54,291.09,1011.07,0.35
BLOCK 1101,1/5/2021,17:00:00,20.05,21.05,18.96,50.62,0,23.52,8.9,276.22,1011.29,0.19
BLOCK 1101,1/5/2021,18:00:00,17.72,18.99,16.62,57.82,0,0.17,9.77,277.13,1011.93,0.15
BLOCK 1101,1/5/2021,19:00:00,16.01,16.63,15.56,63.24,0,0.02,7.98,287.75,1012.44,0.1
BLOCK 1101,1/5/2021,20:00:00,14.89,15.57,13.81,67.67,0,0.03,2.21,320.08,1012.71,0.06
BLOCK 1101,1/5/2021,21:00:00,13.09,13.81,11.93,73.96,0,0.06,1.39,19.27,1012.81,0.04
BLOCK 1101,1/5/2021,22:00:00,11.49,12.84,10.73,80.49,0,0.07,3.04,131.22,1012.88,0.04
BLOCK 1101,1/5/2021,23:00:00,9.97,11.57,7.82,83.07,0,0.05,1.26,66.99,1012.76,0.03
BLOCK 1101,1/6/2021,0:00:00,8.88,9.42,7.51,88.18,0,0.1,3.17,47.77,1012.71,0
BLOCK 1101,1/6/2021,1:00:00,8.24,8.89,7.34,87.52,0,0.1,1.86,100.17,1012.13,0
BLOCK 1101,1/6/2021,2:00:00,6.43,8.53,4.61,85.62,0,0.05,0.87,279.51,1011.82,0
BLOCK 1101,1/6/2021,3:00:00,6.18,7.79,4.66,89.6,0,0.09,2.85,334.75,1011.94,0
BLOCK 1101,1/6/2021,4:00:00,7.12,7.8,5.7,91.23,0,0.11,3.62,27.76,1011.85,0
BLOCK 1101,1/6/2021,5:00:00,6.65,7.78,5.6,83.78,0,0.12,2.16,42.36,1012.07,0
BLOCK 1101,1/6/2021,6:00:00,6.7,7.54,5.5,81.4,0,0.13,1.1,59.78,1012.11,0
BLOCK 1101,1/6/2021,7:00:00,4.45,5.5,3.58,85.25,0,9.33,1.8,260.1,1013.18,0
BLOCK 1101,1/6/2021,8:00:00,9.96,14.07,4.67,70.55,0,174.97,6.06,333.55,1014.09,0.09
BLOCK 1101,1/6/2021,9:00:00,15.82,18.54,13.8,48.35,0,370.28,4.6,322.36,1014.45,0.24
BLOCK 1101,1/6/2021,10:00:00,20.04,21.3,18.47,41.86,0,506.63,4.04,301.29,1014.3,0.36
BLOCK 1101,1/6/2021,11:00:00,22.35,24.34,20.5,34.51,0,591.58,9.52,5.22,1013.52,0.5
BLOCK 1101,1/6/2021,12:00:00,25.74,27.04,24.1,27.3,0,615.72,8.14,318.73,1012.25,0.59
BLOCK 1101,1/6/2021,13:00:00,27.27,28.07,26.75,22.86,0,579.98,9.93,309.48,1011.28,0.66
BLOCK 1101,1/6/2021,14:00:00,28.4,29.56,27.64,21.25,0,484.05,12.09,290.5,1010.44,0.69
BLOCK 1101,1/6/2021,15:00:00,27.85,28.9,26.58,27.72,0,337.03,18.93,279.52,1010.2,0.66
BLOCK 1101,1/6/2021,16:00:00,25.39,26.91,23.91,33.28,0,172.78,18.99,279.9,1010.3,0.52
BLOCK 1101,1/6/2021,17:00:00,21.78,23.96,19.21,42.43,0,39.01,14.4,288.77,1010.74,0.31
BLOCK 1101,1/6/2021,18:00:00,17.47,19.2,16.1,56.53,0,0.3,8.38,269.8,1011.29,0.14
BLOCK 1101,1/6/2021,19:00:00,15.57,16.26,14.65,66.83,0,0.02,9.68,268.63,1011.82,0.1
BLOCK 1101,1/6/2021,20:00:00,13.17,14.66,12.38,75.72,0,0.04,5.7,258.61,1012,0.07
BLOCK 1101,1/6/2021,21:00:00,12.43,12.92,11.07,82.52,0,0.09,2.24,52.99,1012.25,0.04
BLOCK 1101,1/6/2021,22:00:00,10.65,11.88,9.41,87.62,0,0.05,2.44,127.32,1012.16,0.03
BLOCK 1101,1/6/2021,23:00:00,9.65,10.18,8.47,90.15,0,0.06,3.08,132.53,1012.48,0.03
BLOCK 1101,1/7/2021,0:00:00,8.63,8.88,8.27,91.32,0,0.1,1.71,87.89,1012.5,0
BLOCK 1101,1/7/2021,1:00:00,8.25,8.59,7.87,92.42,0,0.09,3.02,89.59,1012.54,0
BLOCK 1101,1/7/2021,2:00:00,7.38,8.34,6.29,91.42,0,0.04,1.23,117.36,1012.56,0
BLOCK 1101,1/7/2021,3:00:00,7.39,7.91,6.58,90.82,0,0.1,2.36,78.3,1012.59,0
BLOCK 1101,1/7/2021,4:00:00,7.78,8.9,5.28,82.47,0,0.11,3.23,71.48,1012.61,0
BLOCK 1101,1/7/2021,5:00:00,6.15,7.28,4.27,87.88,0,0.1,3.79,36.49,1012.6,0
BLOCK 1101,1/7/2021,6:00:00,6.72,7.9,4.9,85.92,0,0.12,3.49,44.44,1012.92,0
BLOCK 1101,1/7/2021,7:00:00,4.39,6.49,3.02,90.47,0,10.98,2.89,342.51,1013.59,0
BLOCK 1101,1/7/2021,8:00:00,9.92,13.33,6.35,85.12,0,175.61,1.71,43.27,1014.12,0.06
BLOCK 1101,1/7/2021,9:00:00,15.64,18.63,13.26,58.78,0,368.52,5.93,354.22,1014.54,0.22
BLOCK 1101,1/7/2021,10:00:00,20.12,21.19,18.55,38.35,0,505.97,9.93,322.37,1014.29,0.42
BLOCK 1101,1/7/2021,11:00:00,22.82,24.39,21.13,33.34,0,589.93,10.86,319.85,1013.45,0.53
BLOCK 1101,1/7/2021,12:00:00,25.49,26.88,23.97,26.67,0,615.53,11.96,313.34,1012.44,0.64
BLOCK 1101,1/7/2021,13:00:00,27.1,27.99,26.4,23.82,0,578.6,13.92,289.6,1011.51,0.7
BLOCK 1101,1/7/2021,14:00:00,27.5,27.97,26.67,24.01,0,483.72,18.55,279.01,1010.92,0.73
BLOCK 1101,1/7/2021,15:00:00,26.53,27.41,25.1,27.85,0,341.68,20.63,284.29,1010.78,0.65
BLOCK 1101,1/7/2021,16:00:00,24.19,25.53,23.09,33.85,0,183,19.35,283.11,1011.14,0.49
BLOCK 1101,1/7/2021,17:00:00,20.69,23.23,18.31,44.25,0,28.87,13.91,276.48,1011.66,0.28
BLOCK 1101,1/7/2021,18:00:00,16.73,18.31,15.35,58.96,0,0.53,9.99,278.41,1011.89,0.14
BLOCK 1101,1/7/2021,19:00:00,14.32,15.34,13.15,64.76,0,0.03,6.02,296.88,1011.99,0.07
BLOCK 1101,1/7/2021,20:00:00,12.2,13.14,11.43,75.23,0,0.07,2.17,305.56,1012.54,0.05
BLOCK 1101,1/7/2021,21:00:00,12.04,12.56,11.27,84.15,0,0.06,2.88,339.6,1012.82,0.04
BLOCK 1101,1/7/2021,22:00:00,10.47,11.41,8.79,89,0,0.05,1.56,60.51,1013.01,0.02
BLOCK 1101,1/7/2021,23:00:00,9.16,10.46,8.65,90.7,0,0.1,4.75,126.71,1013.01,0.03
BLOCK 1101,1/8/2021,0:00:00,8.02,9.1,6.57,91.3,0,0.12,2.19,132.22,1013.05,0
BLOCK 1101,1/8/2021,1:00:00,6.79,7.14,5.79,92.5,0,0.05,2.21,54.83,1013.01,0
BLOCK 1101,1/8/2021,2:00:00,5.99,6.7,5.5,93.9,0,0.08,5,39.73,1012.91,0
BLOCK 1101,1/8/2021,3:00:00,5.4,7.02,3,91.73,0,0.11,1.55,28.28,1012.63,0
BLOCK 1101,1/8/2021,4:00:00,5.12,5.89,2.96,93.37,0,0.12,2.43,13.85,1012.62,0
BLOCK 1101,1/8/2021,5:00:00,3.31,4.94,2.09,94.3,0,0.07,1.91,202.2,1013.04,0
BLOCK 1101,1/8/2021,6:00:00,4.18,5.1,2.53,95.37,0,0.05,1.32,84.03,1013.27,0
BLOCK 1101,1/8/2021,7:00:00,4.35,5.99,1.42,95.65,0,10.93,3.11,327.98,1013.9,0
BLOCK 1101,1/8/2021,8:00:00,9.86,13.44,6.03,74.05,0,178.55,4.91,344.46,1014.65,0.08
BLOCK 1101,1/8/2021,9:00:00,15.89,17.89,13.47,52.28,0,369.83,4.09,351.08,1015.32,0.23
BLOCK 1101,1/8/2021,10:00:00,19.3,20.23,17.68,41.86,0,503.4,5.89,335.12,1015.63,0.36
BLOCK 1101,1/8/2021,11:00:00,21.89,23.32,19.86,34.27,0,590.4,6.21,332.5,1014.88,0.46
BLOCK 1101,1/8/2021,12:00:00,24.7,26.23,22.95,28.33,0,617.5,8.29,315.53,1013.71,0.57
BLOCK 1101,1/8/2021,13:00:00,26.87,27.71,26,25.53,0,580.93,8.54,295.52,1012.34,0.61
BLOCK 1101,1/8/2021,14:00:00,27.97,29.14,27.03,22.05,0,484.25,10.97,293.8,1011.55,0.65
BLOCK 1101,1/8/2021,15:00:00,28.81,29.78,27.5,21.42,0,343.2,13.09,284.48,1010.88,0.66
